country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Afghanistan,2001,AFG,19688634.0,11021273088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.644,0.0,0.0,0.0,0.0,0.0,0.0,2498.99,0.145,7.667,0.151,0.0,0.0,0.69,0.59,0.0,-21.13,-1.25,236.892,0.423,0.0,0.0,4.571,0.09,0.0,0.0,15.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.261,-1.952,27.543,0.542,0.0,0.0,0.07,0.0,0.0,0.0,25.395,0.5,0.0,84.746,0.0,0.0,0.0,0.0,25.395,0.5,0.0,84.746,0.0,0.1,14.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571,0.09,0.0,0.0,0.0,0.0,0.0,15.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.967,4.664,0.0,0.0,0.0,25.395,0.5,0.0,84.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2002,AFG,21000258.0,18804871168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.928,0.0,0.0,0.0,0.0,0.0,0.0,-19.231,-0.029,5.806,0.122,0.0,0.0,0.79,0.69,0.0,-5.058,-0.236,210.862,0.235,0.0,0.0,6.19,0.13,0.0,0.0,18.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.823,0.542,0.0,0.0,0.1,0.0,0.0,0.0,26.666,0.56,0.0,81.159,0.0,0.0,0.0,0.0,26.666,0.56,0.0,81.159,0.0,0.1,12.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,0.13,0.0,0.0,0.0,0.0,0.0,18.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.857,4.428,0.0,0.0,0.0,26.666,0.56,0.0,81.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2003,AFG,22645136.0,21074343936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.319,0.0,0.0,0.0,0.0,0.0,0.0,66.666,0.081,8.973,0.203,0.0,0.0,1.04,0.94,0.0,17.603,0.78,229.968,0.247,0.0,0.0,13.689,0.31,0.0,0.0,32.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,-0.325,9.579,0.217,0.0,0.0,0.24,0.0,0.0,0.0,27.821,0.63,0.0,67.021,0.0,0.0,0.0,0.0,27.821,0.63,0.0,67.021,0.0,0.1,9.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.689,0.31,0.0,0.0,0.0,0.0,0.0,32.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.51,5.208,0.0,0.0,0.0,27.821,0.63,0.0,67.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2004,AFG,23553554.0,22332571648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.663,0.0,0.0,0.0,0.0,0.0,0.0,-2.857,-0.006,8.381,0.197,0.0,0.0,0.99,0.89,0.0,-7.629,-0.397,204.231,0.215,0.0,0.0,14.011,0.33,0.0,0.0,37.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.217,0.0,0.0,0.24,0.0,0.0,0.0,23.776,0.56,0.0,62.921,0.0,0.0,0.0,0.0,23.776,0.56,0.0,62.921,0.0,0.1,10.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.011,0.33,0.0,0.0,0.0,0.0,0.0,37.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.786,4.81,0.0,0.0,0.0,23.776,0.56,0.0,62.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2005,AFG,24411196.0,25397688320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.817,0.0,0.0,0.0,0.0,0.0,0.0,-2.941,-0.006,7.848,0.192,0.0,0.0,1.03,0.93,0.0,27.918,1.343,252.069,0.242,0.0,0.0,13.928,0.34,0.0,0.0,36.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.886,0.217,0.0,0.0,0.25,0.0,0.0,0.0,24.169,0.59,0.0,63.441,0.0,0.0,0.0,0.0,24.169,0.59,0.0,63.441,0.0,0.1,9.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.928,0.34,0.0,0.0,0.0,0.0,0.0,36.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.097,6.153,0.0,0.0,0.0,24.169,0.59,0.0,63.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2006,AFG,25442946.0,28704401408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.476,0.0,0.0,0.0,0.0,0.0,0.0,6.061,0.012,7.986,0.203,0.0,0.0,1.27,0.84,0.0,25.873,1.592,304.421,0.27,0.0,0.0,7.861,0.2,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.526,0.217,0.0,0.0,0.16,0.0,0.0,0.0,25.154,0.64,0.0,76.19,0.0,0.0,0.0,0.0,25.154,0.64,0.0,76.19,0.0,0.43,33.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.861,0.2,0.0,0.0,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.015,7.745,0.0,0.0,0.0,25.154,0.64,0.0,76.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2007,AFG,25903306.0,34507530240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.421,0.0,0.0,0.0,0.0,0.0,0.0,594.286,1.208,54.464,1.411,0.0,0.0,1.56,0.95,0.0,29.614,2.294,387.559,0.291,0.0,0.0,7.721,0.2,0.0,0.0,21.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.217,16.748,0.434,0.0,0.0,0.16,0.0,0.0,0.0,28.954,0.75,0.0,78.947,0.0,0.0,0.0,0.0,28.954,0.75,0.0,78.947,0.0,0.61,39.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.721,0.2,0.0,0.0,0.0,0.0,0.0,21.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.675,10.039,0.0,0.0,0.0,28.954,0.75,0.0,78.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2008,AFG,26427204.0,36561043456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.781,0.0,0.0,0.0,0.0,0.0,0.0,42.798,0.604,76.231,2.015,0.0,0.0,1.48,0.73,0.0,70.857,7.113,649.044,0.469,0.0,0.0,7.19,0.19,0.0,0.0,26.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.108,20.52,0.542,0.0,0.0,0.14,0.0,0.0,0.0,20.433,0.54,0.0,73.973,0.0,0.0,0.0,0.0,20.433,0.54,0.0,73.973,0.0,0.75,50.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.19,0.0,0.0,0.0,0.0,0.0,26.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.623,17.152,0.0,0.0,0.0,20.433,0.54,0.0,73.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2009,AFG,27385310.0,44358721536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.298,0.0,0.0,0.0,0.0,0.0,0.0,44.092,0.888,106.0,2.903,0.0,0.0,2.09,0.94,0.0,62.916,10.792,1020.4,0.63,0.0,0.0,5.843,0.16,0.0,0.0,17.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-0.217,11.881,0.325,0.0,0.0,0.13,0.0,0.0,0.0,28.482,0.78,0.0,82.979,0.0,0.0,0.0,0.0,28.482,0.78,0.0,82.979,0.0,1.15,55.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.843,0.16,0.0,0.0,0.0,0.0,0.0,17.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.325,27.944,0.0,0.0,0.0,28.482,0.78,0.0,82.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2010,AFG,28189672.0,47399424000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.574,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.306,149.315,4.209,0.0,0.0,2.51,0.94,0.0,24.321,6.796,1232.374,0.733,0.0,0.0,6.74,0.19,0.0,0.0,20.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.996,1.214,54.595,1.539,0.0,0.0,0.15,0.0,0.0,0.0,26.605,0.75,0.0,79.787,0.0,0.0,0.0,0.0,26.605,0.75,0.0,79.787,0.0,1.57,62.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.19,0.0,0.0,0.0,0.0,0.0,20.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.346,34.74,0.0,0.0,0.0,26.605,0.75,0.0,79.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2011,AFG,29249156.0,53326336000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.487,0.0,0.0,0.0,0.0,0.0,0.0,104.138,4.383,293.767,8.592,0.0,0.0,3.03,0.78,0.0,35.864,12.459,1613.699,0.885,0.0,0.0,6.154,0.18,0.0,0.0,23.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.742,0.211,59.848,1.751,0.0,0.0,0.14,0.0,0.0,0.0,20.513,0.6,0.0,76.923,0.0,0.0,0.0,0.0,20.513,0.6,0.0,76.923,0.0,2.25,74.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.154,0.18,0.0,0.0,0.0,0.0,0.0,23.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.667,47.199,0.0,0.0,0.0,20.513,0.6,0.0,76.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2012,AFG,30466484.0,59166900224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.364,0.0,0.0,0.0,0.0,0.0,0.0,-16.216,-1.393,236.294,7.199,0.0,0.0,3.95,0.88,0.0,-8.347,-3.94,1419.906,0.731,0.0,0.0,4.595,0.14,0.0,0.0,15.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.682,-0.012,57.065,1.739,0.0,0.0,0.12,0.0,0.0,0.0,23.304,0.71,0.0,80.682,0.0,0.0,0.0,0.0,24.289,0.74,0.0,84.091,0.0,3.07,77.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.595,0.14,0.0,0.0,0.0,0.0,0.0,15.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.884,43.26,0.0,0.0,0.0,24.289,0.74,0.0,84.091,0.0,0.0,0.0,0.0,0.985,0.03,0.0,3.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2013,AFG,31541216.0,62993698816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.153,0.0,0.0,0.0,0.0,0.0,0.0,8.629,0.621,247.938,7.82,0.0,0.0,4.73,1.11,0.0,-15.652,-6.771,1156.855,0.579,0.0,0.0,6.975,0.22,0.0,0.0,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.618,-0.063,53.126,1.676,0.0,0.0,0.17,0.0,0.0,0.0,27.266,0.86,0.0,77.477,0.0,0.0,0.0,0.0,28.217,0.89,0.0,80.18,0.0,3.62,76.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.975,0.22,0.0,0.0,0.0,0.0,0.0,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.192,36.489,0.0,0.0,0.0,28.217,0.89,0.0,80.18,0.0,0.0,0.0,0.0,0.951,0.03,0.0,2.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2014,AFG,32716214.0,64346107904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.069,0.0,0.0,0.0,0.0,0.0,0.0,12.65,0.989,269.272,8.81,0.0,0.0,4.87,1.16,0.0,-8.185,-2.987,1024.02,0.521,0.0,0.0,4.891,0.16,0.0,0.0,13.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.155,-0.137,47.041,1.539,0.0,0.0,0.13,0.0,0.0,0.0,29.649,0.97,0.0,83.621,0.0,0.0,0.0,0.0,30.566,1.0,0.0,86.207,0.0,3.71,76.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.891,0.16,0.0,0.0,0.0,0.0,0.0,13.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.456,33.502,0.0,0.0,0.0,30.566,1.0,0.0,86.207,0.0,0.0,0.0,0.0,0.917,0.03,0.0,2.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2015,AFG,33753500.0,62783393792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.169,0.0,0.0,0.0,0.0,0.0,0.0,-10.043,-0.885,234.784,7.925,0.0,0.0,4.96,1.18,0.0,10.477,3.51,1096.538,0.59,0.0,0.0,4.444,0.15,0.0,0.0,12.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.047,46.977,1.586,0.0,0.0,0.13,0.0,0.0,0.0,29.627,1.0,0.0,84.746,0.0,0.0,0.0,0.0,30.515,1.03,0.0,87.288,0.0,3.78,76.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444,0.15,0.0,0.0,0.0,0.0,0.0,12.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.959,37.012,0.0,0.0,0.0,30.515,1.03,0.0,87.288,0.0,0.0,0.0,0.0,0.889,0.03,0.0,2.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2016,AFG,34636212.0,64297426944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.438,0.0,0.0,0.0,0.0,0.0,0.0,24.396,1.933,284.617,9.858,0.0,0.0,5.54,1.21,0.0,-6.9,-2.554,994.855,0.536,0.0,0.0,4.331,0.15,0.0,0.0,12.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.064,0.207,51.761,1.793,0.0,0.0,0.13,0.0,0.0,0.0,29.449,1.02,0.0,84.298,0.0,0.0,0.0,0.0,30.604,1.06,0.0,87.603,0.0,4.33,78.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.331,0.15,0.0,0.0,0.0,0.0,0.0,12.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.935,34.458,0.0,0.0,0.0,30.604,1.06,0.0,87.603,0.0,0.0,0.0,0.0,1.155,0.04,0.0,3.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2017,AFG,35643420.0,68752801792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,1.27,0.0,6.265,2.159,1027.305,0.533,0.0,0.0,5.05,0.18,0.0,0.0,14.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,29.458,1.05,0.0,82.677,0.0,0.0,0.0,0.0,30.581,1.09,0.0,85.827,0.0,4.61,78.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.18,0.0,0.0,0.0,0.0,0.0,14.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.631,36.617,0.0,0.0,0.0,30.581,1.09,0.0,85.827,0.0,0.0,0.0,0.0,1.122,0.04,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2018,AFG,36686788.0,67594969088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,1.17,0.0,14.672,5.373,1144.532,0.621,0.0,0.0,5.452,0.2,0.0,0.0,17.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,25.35,0.93,0.0,79.487,0.0,0.0,0.0,0.0,26.44,0.97,0.0,82.906,0.0,4.99,81.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.452,0.2,0.0,0.0,0.0,0.0,0.0,17.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.892,41.989,0.0,0.0,0.0,26.44,0.97,0.0,82.906,0.0,0.0,0.0,0.0,1.09,0.04,0.0,3.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2019,AFG,37769496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,1.07,0.0,-14.326,-6.015,952.462,0.0,0.0,0.0,4.766,0.18,0.0,0.0,16.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,22.24,0.84,0.0,78.505,0.0,0.0,0.0,0.0,23.564,0.89,0.0,83.178,0.0,4.91,82.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766,0.18,0.0,0.0,0.0,0.0,0.0,16.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33,35.974,0.0,0.0,0.0,23.564,0.89,0.0,83.178,0.0,0.0,0.0,0.0,1.324,0.05,0.0,4.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020,AFG,38972236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.079,0.12,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,15.909,0.62,0.0,77.5,0.0,0.0,0.0,0.0,17.448,0.68,0.0,85.0,0.0,5.15,86.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.079,0.12,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.527,0.0,0.0,0.0,0.0,17.448,0.68,0.0,85.0,0.0,0.0,0.0,0.0,1.54,0.06,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2021,AFG,40099460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242,0.13,0.0,0.0,15.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,15.462,0.62,0.0,74.699,0.0,0.0,0.0,0.0,17.457,0.7,0.0,84.337,0.0,5.37,86.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242,0.13,0.0,0.0,0.0,0.0,0.0,15.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.699,0.0,0.0,0.0,0.0,17.457,0.7,0.0,84.337,0.0,0.0,0.0,0.0,1.995,0.08,0.0,9.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,2001,0,839464127.0,0.0,0.0,0.0,0.0,0.0,2.466,2.07,0.473,0.0,556.419,1.265,12.196,1162.559,975.926,237.294,199.2,-0.251,-3.817,1804.172,1514.537,45.556,29.399,438.1,437.26,13.172,3.477,111.531,3954.381,0.0,3.478,102.287,407.772,342.31,3625.201,3043.227,78.285,91.676,13.975,77.814,634.636,129.166,108.43,756.001,2.768,37.401,1653.928,1388.413,24.798,19.118,243.3,7.459,15.046,237.576,96.752,81.22,283.009,18.575,7.157,4.003,9.244,276.334,113.108,94.95,329.18,21.715,8.324,0.84,0.192,-17.61,-6.698,30.218,12.77,10.72,35.997,2.452,0.91,0.864,12.278,1432.664,41.312,34.68,1706.641,-1.004,-43.346,5093.697,4275.976,7.931,43.158,7.275,2.55,0.48,2.921,0.186,3.038,0.572,8.667,0.583,0.11,0.219,520.88,3319.561,7.621,15.942,246.117,100.338,84.23,293.183,19.263,7.414,25.283,0.009,0.044,0.0,0.0,0.052,0.0,0.001,136.798,0.702,1.221,0.548,0.46,1.454,0.105,0.037
Africa,2002,0,860611762.0,0.0,0.0,0.0,0.0,0.0,2.394,2.06,0.446,0.0,552.83,-4.253,-41.505,1085.764,934.422,238.354,205.13,-1.674,-25.354,1730.377,1489.183,44.369,27.687,462.96,462.33,13.699,1.668,55.379,3921.559,0.0,1.346,40.967,422.99,364.03,3583.722,3084.193,78.738,91.385,5.668,35.969,670.605,146.256,125.87,779.219,4.394,61.011,1684.179,1449.424,27.225,19.87,255.59,5.141,10.602,248.178,96.919,83.41,288.374,18.041,7.354,5.734,13.921,290.255,114.221,98.3,337.266,21.262,8.6,0.63,0.136,11.867,3.368,33.586,13.932,11.99,39.025,2.593,0.995,3.246,46.502,1479.167,38.38,33.03,1718.739,0.673,28.767,5001.956,4304.742,7.144,43.828,7.148,2.45,0.39,-2.096,-0.128,2.847,0.453,8.305,0.53,0.084,0.212,537.211,3374.94,4.948,10.553,256.67,100.289,86.31,298.241,18.668,7.605,12.298,0.005,0.049,0.023,0.02,0.057,0.004,0.001,6.739,0.074,1.295,0.5,0.43,1.504,0.093,0.038
Africa,2003,0,882349569.0,0.0,0.0,0.0,0.0,0.0,2.176,1.92,0.396,0.0,561.021,8.843,82.627,1152.659,1017.048,249.278,219.95,7.456,111.037,1813.589,1600.22,45.328,28.744,486.06,485.24,13.714,4.84,163.35,4010.077,0.0,5.485,169.177,439.236,387.56,3687.167,3253.37,79.87,91.948,6.099,40.901,711.507,151.369,133.56,806.377,7.372,106.858,1763.793,1556.282,27.525,20.109,272.23,-2.884,-8.702,239.477,92.571,81.68,271.408,16.833,6.768,-1.352,-5.878,284.378,110.704,97.68,322.296,20.13,8.037,0.82,0.169,5.604,1.655,35.24,14.348,12.66,39.939,2.609,0.996,3.086,45.648,1524.815,38.59,34.05,1728.13,8.763,377.239,5306.265,4681.981,7.017,43.095,8.049,2.71,0.79,14.696,0.902,3.071,0.895,9.122,0.558,0.163,0.227,549.941,3538.289,-2.302,-7.532,249.137,96.356,85.02,282.357,17.521,7.041,19.403,0.009,0.058,0.023,0.02,0.066,0.004,0.002,20.744,0.259,1.553,0.691,0.61,1.76,0.126,0.044
