economy,year,id_year,urbanpop
WSM,2019,WSM 2019,38262
YEM,2019,YEM 2019,11758398
ZAF,2019,ZAF 2019,38834681
ZMB,2019,ZMB 2019,8100644
ZWE,2019,ZWE 2019,4945719
ABW,2020,ABW 2020,46574
AFE,2020,AFE 2020,252315370
AFG,2020,AFG 2020,10142913
AFW,2020,AFW 2020,223107995
AGO,2020,AGO 2020,22338586
ALB,2020,ALB 2020,1762645
AND,2020,AND 2020,68311
ARB,2020,ARB 2020,265438305
ARE,2020,ARE 2020,8084399
ARG,2020,ARG 2020,41796990
ARM,2020,ARM 2020,1776315
ASM,2020,ASM 2020,40255
ATG,2020,ATG 2020,22641
AUS,2020,AUS 2020,22125378
AUT,2020,AUT 2020,5238479
AZE,2020,AZE 2020,5692217
BDI,2020,BDI 2020,1675149
BEL,2020,BEL 2020,11316947
BEN,2020,BEN 2020,6121168
BFA,2020,BFA 2020,6587430
BGD,2020,BGD 2020,63916296
BGR,2020,BGR 2020,5248079
BHR,2020,BHR 2020,1322423
BHS,2020,BHS 2020,338367
BIH,2020,BIH 2020,1626683
BLR,2020,BLR 2020,7455467
BLZ,2020,BLZ 2020,181762
BMU,2020,BMU 2020,63893
BOL,2020,BOL 2020,8369995
BRA,2020,BRA 2020,185636418
BRB,2020,BRB 2020,87551
BRN,2020,BRN 2020,345650
BTN,2020,BTN 2020,326894
BWA,2020,BWA 2020,1804813
CAF,2020,CAF 2020,2254648
CAN,2020,CAN 2020,31023904
CEB,2020,CEB 2020,63925372
CHE,2020,CHE 2020,6384901
CHI,2020,CHI 2020,52982
CHL,2020,CHL 2020,16931587
CHN,2020,CHN 2020,866810508
CIV,2020,CIV 2020,13863304
CMR,2020,CMR 2020,15248270
COD,2020,COD 2020,42376327
COG,2020,COG 2020,3867728
COL,2020,COL 2020,41470292
COM,2020,COM 2020,236852
CPV,2020,CPV 2020,388341
CRI,2020,CRI 2020,4137983
CSS,2020,CSS 2020,3841826
CUB,2020,CUB 2020,8723461
CUW,2020,CUW 2020,137999
CYM,2020,CYM 2020,67311
CYP,2020,CYP 2020,826935
CZE,2020,CZE 2020,7922941
DEU,2020,DEU 2020,64410589
DJI,2020,DJI 2020,850998
DMA,2020,DMA 2020,51181
DNK,2020,DNK 2020,5138400
DOM,2020,DOM 2020,9079123
DZA,2020,DZA 2020,32038217
EAP,2020,EAP 2020,1216850621
EAR,2020,EAR 2020,1548266308
EAS,2020,EAS 2020,1434881782
ECA,2020,ECA 2020,271288116
ECS,2020,ECS 2020,668965453
ECU,2020,ECU 2020,11285898
EGY,2020,EGY 2020,45976808
EMU,2020,EMU 2020,265634146
ERI,2020,ERI 2020,1470245
ESP,2020,ESP 2020,38276186
EST,2020,EST 2020,920415
ETH,2020,ETH 2020,25424568
EUU,2020,EUU 2020,335592576
FCS,2020,FCS 2020,426677006
FIN,2020,FIN 2020,4728699
FJI,2020,FJI 2020,526914
FRA,2020,FRA 2020,54715704
FRO,2020,FRO 2020,22223
FSM,2020,FSM 2020,25709
GAB,2020,GAB 2020,2065425
GBR,2020,GBR 2020,56282971
GEO,2020,GEO 2020,2213266
GHA,2020,GHA 2020,18455138
GIB,2020,GIB 2020,32709
GIN,2020,GIN 2020,4869400
GMB,2020,GMB 2020,1610858
GNB,2020,GNB 2020,890915
GNQ,2020,GNQ 2020,1166712
GRC,2020,GRC 2020,8528388
GRD,2020,GRD 2020,45183
GRL,2020,GRL 2020,49198
GTM,2020,GTM 2020,8738685
GUM,2020,GUM 2020,160665
GUY,2020,GUY 2020,213539
HIC,2020,HIC 2020,1008611990
HKG,2020,HKG 2020,7481000
HND,2020,HND 2020,5906960
HPC,2020,HPC 2020,310330898
HRV,2020,HRV 2020,2329561
HTI,2020,HTI 2020,6454827
HUN,2020,HUN 2020,7014452
IBD,2020,IBD 2020,2745121628
IBT,2020,IBT 2020,3406102592
IDA,2020,IDA 2020,660980964
IDB,2020,IDB 2020,251469607
IDN,2020,IDN 2020,153983073
IDX,2020,IDX 2020,409511357
IMN,2020,IMN 2020,44459
IND,2020,IND 2020,487702168
IRL,2020,IRL 2020,3173345
IRN,2020,IRN 2020,66230561
IRQ,2020,IRQ 2020,30169923
ISL,2020,ISL 2020,344101
ISR,2020,ISR 2020,8531985
ITA,2020,ITA 2020,42224765
JAM,2020,JAM 2020,1588216
JOR,2020,JOR 2020,9990818
JPN,2020,JPN 2020,115884871
KAZ,2020,KAZ 2020,10816580
KEN,2020,KEN 2020,14553419
KGZ,2020,KGZ 2020,2425088
KHM,2020,KHM 2020,3973287
KIR,2020,KIR 2020,70306
KNA,2020,KNA 2020,14694
KOR,2020,KOR 2020,42201956
KWT,2020,KWT 2020,4360444
LAC,2020,LAC 2020,474691777
LAO,2020,LAO 2020,2656210
LBN,2020,LBN 2020,5035754
LBR,2020,LBR 2020,2650072
LBY,2020,LBY 2020,5369132
LCA,2020,LCA 2020,33770
LCN,2020,LCN 2020,527782335
LDC,2020,LDC 2020,372846712
LIC,2020,LIC 2020,237349346
LIE,2020,LIE 2020,5587
LKA,2020,LKA 2020,4101702
LMC,2020,LMC 2020,1426963556
LMY,2020,LMY 2020,3349951692
LSO,2020,LSO 2020,654320
LTE,2020,LTE 2020,1485116071
LTU,2020,LTU 2020,1901807
LUX,2020,LUX 2020,576537
LVA,2020,LVA 2020,1298292
MAC,2020,MAC 2020,676283
MAR,2020,MAR 2020,23309111
MCO,2020,MCO 2020,36922
MDA,2020,MDA 2020,1129127
MDG,2020,MDG 2020,10876290
MDV,2020,MDV 2020,209217
MEA,2020,MEA 2020,314666352
MEX,2020,MEX 2020,101719689
MHL,2020,MHL 2020,33773
MIC,2020,MIC 2020,3112602346
MKD,2020,MKD 2020,1212058
MLI,2020,MLI 2020,9319264
MLT,2020,MLT 2020,488246
MMR,2020,MMR 2020,16636518
MNA,2020,MNA 2020,254878842
MNE,2020,MNE 2020,419307
MNG,2020,MNG 2020,2261792
MNP,2020,MNP 2020,45520
MOZ,2020,MOZ 2020,11559020
MRT,2020,MRT 2020,2488943
MUS,2020,MUS 2020,515916
MWI,2020,MWI 2020,3376840
MYS,2020,MYS 2020,25617115
NAC,2020,NAC 2020,305119850
NAM,2020,NAM 2020,1295152
NCL,2020,NCL 2020,193907
NER,2020,NER 2020,4045711
NGA,2020,NGA 2020,108242753
NIC,2020,NIC 2020,3986789
NLD,2020,NLD 2020,16087342
NOR,2020,NOR 2020,4463566
NPL,2020,NPL 2020,6038773
NRU,2020,NRU 2020,12315
NZL,2020,NZL 2020,4413152
OED,2020,OED 2020,1110238801
OMN,2020,OMN 2020,3919863
OSS,2020,OSS 2020,20367677
PAK,2020,PAK 2020,84437669
PAN,2020,PAN 2020,2937968
PER,2020,PER 2020,26076625
PHL,2020,PHL 2020,53187498
PLW,2020,PLW 2020,14555
PNG,2020,PNG 2020,1301089
POL,2020,POL 2020,22755739
PRE,2020,PRE 2020,418085743
PRI,2020,PRI 2020,3070896
PRK,2020,PRK 2020,16136385
PRT,2020,PRT 2020,6827994
PRY,2020,PRY 2020,4115703
PSE,2020,PSE 2020,3685020
PSS,2020,PSS 2020,1003495
PST,2020,PST 2020,912533657
PYF,2020,PYF 2020,187115
QAT,2020,QAT 2020,2739268
ROU,2020,ROU 2020,10440610
RUS,2020,RUS 2020,107700434
RWA,2020,RWA 2020,2291674
SAS,2020,SAS 2020,656875632
SAU,2020,SAU 2020,30340882
SDN,2020,SDN 2020,15666605
SEN,2020,SEN 2020,7909390
SGP,2020,SGP 2020,5685807
SLB,2020,SLB 2020,170517
SLE,2020,SLE 2020,3534267
SLV,2020,SLV 2020,4621633
SMR,2020,SMR 2020,33156
SOM,2020,SOM 2020,7630345
SRB,2020,SRB 2020,3894281
SSA,2020,SSA 2020,475366704
SSD,2020,SSD 2020,2142352
SSF,2020,SSF 2020,475423365
SST,2020,SST 2020,25212998
STP,2020,STP 2020,162568
SUR,2020,SUR 2020,401567
SVK,2020,SVK 2020,2934665
SVN,2020,SVN 2020,1158811
SWE,2020,SWE 2020,9108648
SWZ,2020,SWZ 2020,285376
SXM,2020,SXM 2020,42310
SYC,2020,SYC 2020,56661
SYR,2020,SYR 2020,11523597
TCA,2020,TCA 2020,41445
TCD,2020,TCD 2020,3914834
TEA,2020,TEA 2020,1200686296
TEC,2020,TEC 2020,306814026
TGO,2020,TGO 2020,3613424
THA,2020,THA 2020,36759934
TJK,2020,TJK 2020,2624955
TKM,2020,TKM 2020,3282480
TLA,2020,TLA 2020,515109451
TLS,2020,TLS 2020,407158
TMN,2020,TMN 2020,251193822
TON,2020,TON 2020,24313
TSA,2020,TSA 2020,656875632
TSS,2020,TSS 2020,475423365
TTO,2020,TTO 2020,807867
TUN,2020,TUN 2020,8460667
TUR,2020,TUR 2020,64031267
TUV,2020,TUV 2020,7086
TZA,2020,TZA 2020,21736651
UGA,2020,UGA 2020,11080727
UKR,2020,UKR 2020,30719437
UMC,2020,UMC 2020,1685638790
URY,2020,URY 2020,3275291
USA,2020,USA 2020,274032053
UZB,2020,UZB 2020,17258430
VCT,2020,VCT 2020,55488
VEN,2020,VEN 2020,25151087
VGB,2020,VGB 2020,14996
VIR,2020,VIR 2020,101974
VNM,2020,VNM 2020,36088619
VUT,2020,VUT 2020,79558
WLD,2020,WLD 2020,4383714769
WSM,2020,WSM 2020,38449
YEM,2020,YEM 2020,12238236
ZAF,2020,ZAF 2020,39605450
ZMB,2020,ZMB 2020,8447250
ZWE,2020,ZWE 2020,5052214
ABW,2021,ABW 2021,46734
AFE,2021,AFE 2021,262376949
AFG,2021,AFG 2021,10551772
AFW,2021,AFW 2021,231704052
AGO,2021,AGO 2021,23276246
ALB,2021,ALB 2021,1770478
AND,2021,AND 2021,69438
ARB,2021,ARB 2021,270693478
ARE,2021,ARE 2021,8175678
ARG,2021,ARG 2021,42248949
ARM,2021,ARM 2021,1770343
ASM,2021,ASM 2021,39257
ATG,2021,ATG 2021,22727
AUS,2021,AUS 2021,22184739
AUT,2021,AUT 2021,5283472
AZE,2021,AZE 2021,5755809
BDI,2021,BDI 2021,1764450
BEL,2021,BEL 2021,11374657
BEN,2021,BEN 2021,6364839
BFA,2021,BFA 2021,6904253
BGD,2021,BGD 2021,65957486
BGR,2021,BGR 2021,5228804
BHR,2021,BHR 2021,1311407
BHS,2021,BHS 2021,340051
BIH,2021,BIH 2021,1616664
BLR,2021,BLR 2021,7463845
BLZ,2021,BLZ 2021,184818
BMU,2021,BMU 2021,63867
BOL,2021,BOL 2021,8513008
BRA,2021,BRA 2021,187143228
BRB,2021,BRB 2021,87864
BRN,2021,BRN 2021,349858
BTN,2021,BTN 2021,334381
BWA,2021,BWA 2021,1852275
CAF,2021,CAF 2021,2327367
CAN,2021,CAN 2021,31229095
CEB,2021,CEB 2021,63586308
CHE,2021,CHE 2021,6440172
CHI,2021,CHI 2021,53552
CHL,2021,CHL 2021,17118329
CHN,2021,CHN 2021,882894483
CIV,2021,CIV 2021,14338150
CMR,2021,CMR 2021,15815458
COD,2021,COD 2021,44336645
COG,2021,COG 2021,3984863
COL,2021,COL 2021,42109638
COM,2021,COM 2021,243308
CPV,2021,CPV 2021,394509
CRI,2021,CRI 2021,4196609
CSS,2021,CSS 2021,3874297
CUB,2021,CUB 2021,8700275
CUW,2021,CUW 2021,135666
CYM,2021,CYM 2021,68136
CYP,2021,CYP 2021,831814
CZE,2021,CZE 2021,7796754
DEU,2021,DEU 2021,64513567
DJI,2021,DJI 2021,864734
DMA,2021,DMA 2021,51699
DNK,2021,DNK 2021,5167981
DOM,2021,DOM 2021,9251516
DZA,2021,DZA 2021,32807002
EAP,2021,EAP 2021,1239686383
EAR,2021,EAR 2021,1578900496
EAS,2021,EAS 2021,1457042236
ECA,2021,ECA 2021,272552372
ECS,2021,ECS 2021,671416247
ECU,2021,ECU 2021,11454802
EGY,2021,EGY 2021,46831955
EMU,2021,EMU 2021,266563346
ERI,2021,ERI 2021,1519988
ESP,2021,ESP 2021,38433310
EST,2021,EST 2021,923866
ETH,2021,ETH 2021,26671558
EUU,2021,EUU 2021,336283387
FCS,2021,FCS 2021,440250666
FIN,2021,FIN 2021,4742889
FJI,2021,FJI 2021,533870
FRA,2021,FRA 2021,55041156
FRO,2021,FRO 2021,22522
FSM,2021,FSM 2021,26097
GAB,2021,GAB 2021,2116964
GBR,2021,GBR 2021,56656654
GEO,2021,GEO 2021,2220419
GHA,2021,GHA 2021,19038233
GIB,2021,GIB 2021,32669
GIN,2021,GIN 2021,5042529
GMB,2021,GMB 2021,1669008
GNB,2021,GNB 2021,919432
GNQ,2021,GNQ 2021,1202330
GRC,2021,GRC 2021,8517020
GRD,2021,GRD 2021,45724
GRL,2021,GRL 2021,49575
GTM,2021,GTM 2021,8938987
GUM,2021,GUM 2021,162033
GUY,2021,GUY 2021,216404
HIC,2021,HIC 2021,1010683527
HKG,2021,HKG 2021,7413100
HND,2021,HND 2021,6062373
HPC,2021,HPC 2021,323069791
HRV,2021,HRV 2021,2256663
HTI,2021,HTI 2021,6635469
HUN,2021,HUN 2021,7014911
IBD,2021,IBD 2021,2789150013
IBT,2021,IBT 2021,3474297025
IDA,2021,IDA 2021,685147012
IDB,2021,IDB 2021,259746916
IDN,2021,IDN 2021,156833203
IDX,2021,IDX 2021,425400096
IMN,2021,IMN 2021,44723
IND,2021,IND 2021,498179071
IRL,2021,IRL 2021,3216796
IRN,2021,IRN 2021,67125144
IRQ,2021,IRQ 2021,30960655
ISL,2021,ISL 2021,349960
ISR,2021,ISR 2021,8677993
ITA,2021,ITA 2021,42172384
JAM,2021,JAM 2021,1601946
JOR,2021,JOR 2021,10214721
JPN,2021,JPN 2021,115459909
KAZ,2021,KAZ 2021,10986561
KEN,2021,KEN 2021,15102890
KGZ,2021,KGZ 2021,2485736
KHM,2021,KHM 2021,4092180
KIR,2021,KIR 2021,72601
KNA,2021,KNA 2021,14713
KOR,2021,KOR 2021,42127573
KWT,2021,KWT 2021,4250114
LAC,2021,LAC 2021,479899567
LAO,2021,LAO 2021,2742742
LBN,2021,LBN 2021,4982643
LBR,2021,LBR 2021,2730335
LBY,2021,LBY 2021,5455170
LCA,2021,LCA 2021,34026
LCN,2021,LCN 2021,532978690
LDC,2021,LDC 2021,387803426
LIC,2021,LIC 2021,247129654
LIE,2021,LIE 2021,5649
LKA,2021,LKA 2021,4178622
LMC,2021,LMC 2021,1461124304
LMY,2021,LMY 2021,3418561466
LSO,2021,LSO 2021,672573
LTE,2021,LTE 2021,1506333928
LTU,2021,LTU 2021,1911545
LUX,2021,LUX 2021,586759
LVA,2021,LVA 2021,1289387
MAC,2021,MAC 2021,686607
MAR,2021,MAR 2021,23753114
MCO,2021,MCO 2021,36686
MDA,2021,MDA 2021,1124483
MDG,2021,MDG 2021,11336960
MDV,2021,MDV 2021,214329
MEA,2021,MEA 2021,319928723
MEX,2021,MEX 2021,102651435
MHL,2021,MHL 2021,32867
MIC,2021,MIC 2021,3171431812
MKD,2021,MKD 2021,1213985
MLI,2021,MLI 2021,9786489
MLT,2021,MLT 2021,491624
MMR,2021,MMR 2021,16918421
MNA,2021,MNA 2021,260037321
MNE,2021,MNE 2021,419986
MNG,2021,MNG 2021,2302772
MNP,2021,MNP 2021,45468
MOZ,2021,MOZ 2021,12069961
MRT,2021,MRT 2021,2590523
MUS,2021,MUS 2021,516236
MWI,2021,MWI 2021,3519490
MYS,2021,MYS 2021,26085557
NAC,2021,NAC 2021,306343265
NAM,2021,NAM 2021,1341107
NCL,2021,NCL 2021,194938
NER,2021,NER 2021,4230083
NGA,2021,NGA 2021,112560662
NIC,2021,NIC 2021,4060795
NLD,2021,NLD 2021,16230689
NOR,2021,NOR 2021,4506374
NPL,2021,NPL 2021,6309750
NRU,2021,NRU 2021,12511
NZL,2021,NZL 2021,4445853
OED,2021,OED 2021,1115203157
OMN,2021,OMN 2021,3934799
OSS,2021,OSS 2021,20655722
PAK,2021,PAK 2021,86636953
PAN,2021,PAN 2021,2992584
PER,2021,PER 2021,26466645
PHL,2021,PHL 2021,54302696
PLW,2021,PLW 2021,14686
PNG,2021,PNG 2021,1338796
POL,2021,POL 2021,22676585
PRE,2021,PRE 2021,435065831
PRI,2021,PRI 2021,3054454
PRK,2021,PRK 2021,16269323
PRT,2021,PRT 2021,6902258
PRY,2021,PRY 2021,4189606
PSE,2021,PSE 2021,3790664
PSS,2021,PSS 2021,1022974
PST,2021,PST 2021,914119493
PYF,2021,PYF 2021,188701
QAT,2021,QAT 2021,2668826
ROU,2021,ROU 2021,10387640
RUS,2021,RUS 2021,107492288
RWA,2021,RWA 2021,2364984
SAS,2021,SAS 2021,672362364
SAU,2021,SAU 2021,30380961
SDN,2021,SDN 2021,16250768
SEN,2021,SEN 2021,8202086
SGP,2021,SGP 2021,5453566
SLB,2021,SLB 2021,177869
SLE,2021,SLE 2021,3652200
SLV,2021,SLV 2021,4679934
SMR,2021,SMR 2021,32942
SOM,2021,SOM 2021,7974917
SRB,2021,SRB 2021,3871714
SSA,2021,SSA 2021,494023459
SSD,2021,SSD 2021,2204901
SSF,2021,SSF 2021,494081001
SST,2021,SST 2021,25552993
STP,2021,STP 2021,167493
SUR,2021,SUR 2021,405913
SVK,2021,SVK 2021,2931708
SVN,2021,SVN 2021,1168445
SWE,2021,SWE 2021,9190703
SWZ,2021,SWZ 2021,290545
SXM,2021,SXM 2021,42846
SYC,2021,SYC 2021,57542
SYR,2021,SYR 2021,11968088
TCA,2021,TCA 2021,42332
TCD,2021,TCD 2021,4085514
TEA,2021,TEA 2021,1223390314
TEC,2021,TEC 2021,307873260
TGO,2021,TGO 2021,3748225
THA,2021,THA 2021,37349283
TJK,2021,TJK 2021,2703303
TKM,2021,TKM 2021,3361056
TLA,2021,TLA 2021,520343429
TLS,2021,TLS 2021,418673
TMN,2021,TMN 2021,256246657
TON,2021,TON 2021,24494
TSA,2021,TSA 2021,672362364
TSS,2021,TSS 2021,494081001
TTO,2021,TTO 2021,812644
TUN,2021,TUN 2021,8570328
TUR,2021,TUR 2021,64911679
TUV,2021,TUV 2021,7259
TZA,2021,TZA 2021,22862550
UGA,2021,UGA 2021,11717016
UKR,2021,UKR 2021,30548582
UMC,2021,UMC 2021,1710307508
URY,2021,URY 2021,3275607
USA,2021,USA 2021,275050303
UZB,2021,UZB 2021,17606637
VCT,2021,VCT 2021,55768
VEN,2021,VEN 2021,24907533
VGB,2021,VGB 2021,15225
VIR,2021,VIR 2021,101678
VNM,2021,VNM 2021,37088534
VUT,2021,VUT 2021,81907
WLD,2021,WLD 2021,4454152526
WSM,2021,WSM 2021,38813
YEM,2021,YEM 2021,12713103
ZAF,2021,ZAF 2021,40295863
ZMB,2021,ZMB 2021,8800295
ZWE,2021,ZWE 2021,5166388
